ticker,source,text,published_at,trading_day
EOG,gdelt,"Tobam Buys Shares of 2 , 871 EOG Resources , Inc . NYSE EOG",20250208T163000Z,2025-02-09
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Position Cut by Zurcher Kantonalbank Zurich Cantonalbank",20250311T133000Z,2025-03-11
EOG,gdelt,"Zurcher Kantonalbank Zurich Cantonalbank Has . 81 Million Stock Position in EOG Resources , Inc . NYSE EOG",20250311T133000Z,2025-03-11
EOG,gdelt,"Sage Mountain Advisors LLC Acquires 686 Shares of EOG Resources , Inc . NYSE EOG",20250312T144500Z,2025-03-12
CVX,gdelt,Chevron CEO Michael Wirth pay rises to . 7 million in 2024,20250321T213000Z,2025-03-22
EOG,gdelt,"Concord Wealth Partners Has , 000 Stake in EOG Resources , Inc . NYSE EOG",20250202T121500Z,2025-02-02
EOG,gdelt,"Western Pacific Wealth Management LP Boosts Stake in EOG Resources , Inc . NYSE EOG",20250202T160000Z,2025-02-03
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Bought by JB Capital LLC",20250203T151500Z,2025-02-03
EOG,gdelt,"Legato Capital Management LLC Trims Stake in EOG Resources , Inc . NYSE EOG",20250214T140000Z,2025-02-14
EOG,gdelt,"Soltis Investment Advisors LLC Sells 1 , 108 Shares of EOG Resources , Inc . NYSE EOG",20250212T103000Z,2025-02-12
EOG,gdelt,"Sumitomo Mitsui DS Asset Management Company Ltd Raises Holdings in EOG Resources , Inc . NYSE EOG",20250208T163000Z,2025-02-09
CVX,gdelt,Oil giant Chevron to lay off thousands in bid to cut up to 20 of global workforce,20250212T200000Z,2025-02-13
EOG,gdelt,"13 , 000 Shares in EOG Resources , Inc . NYSE EOG Purchased by Essential Planning LLC .",20250313T144500Z,2025-03-13
EOG,gdelt,"Erste Asset Management GmbH Makes New Investment in EOG Resources , Inc . NYSE EOG",20250315T131500Z,2025-03-15
HAL,gdelt,US Supreme Court nixes challenge to state climate suits against oil firms,20250310T141500Z,2025-03-10
CVX,gdelt,Chevron targets - 8 bln in free cash flow growth by 2026 Oil Gas 360,20250108T230000Z,2025-01-09
EOG,gdelt,"Great Lakes Advisors LLC Has . 89 Million Stake in EOG Resources , Inc . NYSE EOG",20250312T124500Z,2025-03-12
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Acquired by Inspire Advisors LLC",20250311T143000Z,2025-03-11
EOG,gdelt,"Miller Howard Investments Inc . NY Purchases 1 , 107 Shares of EOG Resources , Inc . NYSE EOG",20250210T233000Z,2025-02-11
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Stock Position Raised by Field Main Bank",20250129T151500Z,2025-01-29
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Sold by IAG Wealth Partners LLC",20250314T124500Z,2025-03-14
EOG,gdelt,"Wealth Alliance Has , 000 Stock Position in EOG Resources , Inc . NYSE EOG",20250222T120000Z,2025-02-22
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Holdings Decreased by Institute for Wealth Management LLC .",20250131T140000Z,2025-01-31
EOG,gdelt,"Community Bank N . A . Purchases 1 , 090 Shares of EOG Resources , Inc . NYSE EOG",20250323T124500Z,2025-03-23
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Sold by Hudson Edge Investment Partners Inc .",20250222T171500Z,2025-02-23
EOG,gdelt,"Yacktman Asset Management LP Buys 168 , 723 Shares of EOG Resources , Inc . NYSE EOG",20250211T143000Z,2025-02-11
EOG,gdelt,"Citizens Financial Group Inc . RI Purchases 2 , 471 Shares of EOG Resources , Inc . NYSE EOG",20250313T101500Z,2025-03-13
EOG,gdelt,Head - To - Head Analysis EOG Resources NYSE EOG vs . Diversified Energy NYSE DEC,20250117T200000Z,2025-01-18
EOG,gdelt,"Sunpointe LLC Buys Shares of 1 , 924 EOG Resources , Inc . NYSE EOG",20250220T154500Z,2025-02-20
EOG,gdelt,"Affinity Wealth Management LLC Sells 646 Shares of EOG Resources , Inc . NYSE EOG",20250126T164500Z,2025-01-27
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Sold by Baron Wealth Management LLC",20250130T133000Z,2025-01-30
EOG,gdelt,"Midwest Professional Planners LTD . Decreases Stake in EOG Resources , Inc . NYSE EOG",20250314T154500Z,2025-03-14
EOG,gdelt,Piper Sandler Forecasts Strong Price Appreciation for EOG Resources NYSE EOG Stock,20250129T163000Z,2025-01-30
EOG,gdelt,"Cairn Investment Group Inc . Grows Position in EOG Resources , Inc . NYSE EOG",20250130T164500Z,2025-01-31
EOG,gdelt,"Meiji Yasuda Asset Management Co Ltd . Grows Stock Position in EOG Resources , Inc . NYSE EOG",20250325T134500Z,2025-03-25
EOG,gdelt,"3 , 966 Shares in EOG Resources , Inc . NYSE EOG Acquired by Ipsen Advisor Group LLC",20250326T113000Z,2025-03-26
EOG,gdelt,"Murphy Pohlad Asset Management LLC Takes , 000 Position in EOG Resources , Inc . NYSE EOG",20250130T160000Z,2025-01-31
EOG,gdelt,"Baxter Bros Inc . Purchases 115 Shares of EOG Resources , Inc . NYSE EOG",20250325T144500Z,2025-03-25
EOG,gdelt,"Truist Financial Corp Trims Position in EOG Resources , Inc . NYSE EOG",20250220T124500Z,2025-02-20
EOG,gdelt,"New York State Common Retirement Fund Increases Stake in EOG Resources , Inc . NYSE EOG",20250220T151500Z,2025-02-20
EOG,gdelt,"Meridian Wealth Management LLC Purchases 1 , 498 Shares of EOG Resources , Inc . NYSE EOG",20250304T120000Z,2025-03-04
EOG,gdelt,"Bank Julius Baer Co . Ltd Zurich Has . 47 Million Stock Position in EOG Resources , Inc . NYSE EOG",20250308T154500Z,2025-03-08
EOG,gdelt,"Bank Julius Baer Co . Ltd Zurich Has . 47 Million Position in EOG Resources , Inc . NYSE EOG",20250308T154500Z,2025-03-08
OXY,gdelt,Occidental Petroleum sees oil U . S . oil output peaking in next five years Hellenic Shipping News Worldwide,20250312T230000Z,2025-03-13
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Acquired by Sei Investments Co .",20250325T090000Z,2025-03-25
CVX,gdelt,Chevron starts billion Kazakh oilfield expansion,20250124T221500Z,2025-01-25
EOG,gdelt,"Mutual of America Capital Management LLC Decreases Stake in EOG Resources , Inc . NYSE EOG",20250302T153000Z,2025-03-02
EOG,gdelt,"Bridges Investment Management Inc . Buys 16 , 407 Shares of EOG Resources , Inc . NYSE EOG",20250302T140000Z,2025-03-02
EOG,gdelt,"Plato Investment Management Ltd Has . 31 Million Stock Position in EOG Resources , Inc . NYSE EOG",20250303T133000Z,2025-03-03
CVX,gdelt,Chevron to cut as much as 20 of workforce,20250212T231500Z,2025-02-13
EOG,gdelt,SandRidge Energy OTCMKTS SDOCQ and EOG Resources NYSE EOG Critical Analysis,20250318T074500Z,2025-03-18
XOM,gdelt,Exxon and Oxy Dominate US Shale Rankings,20250116T030000Z,2025-01-16
OXY,gdelt,Exxon and Oxy Dominate US Shale Rankings,20250116T030000Z,2025-01-16
HAL,gdelt,Exxon and Oxy Dominate US Shale Rankings,20250116T030000Z,2025-01-16
EOG,gdelt,EOG Resources NYSE EOG Stock Rating Lowered by StockNews . com,20250222T044500Z,2025-02-22
CVX,gdelt,Chevron Starts Using Gulf of America in Nod to Trump,20250131T140000Z,2025-01-31
EOG,gdelt,"Sunpointe LLC Acquires Shares of 1 , 924 EOG Resources , Inc . NYSE EOG",20250220T154500Z,2025-02-20
EOG,gdelt,"Plato Investment Management Ltd Raises Holdings in EOG Resources , Inc . NYSE EOG",20250303T133000Z,2025-03-03
EOG,gdelt,"Crowley Wealth Management Inc . Acquires New Shares in EOG Resources , Inc . NYSE EOG",20250324T133000Z,2025-03-24
EOG,gdelt,"Welch Forbes LLC Has . 94 Million Stock Holdings in EOG Resources , Inc . NYSE EOG",20250308T143000Z,2025-03-08
EOG,gdelt,"Associated Banc Corp Cuts Holdings in EOG Resources , Inc . NYSE EOG",20250316T093000Z,2025-03-16
EOG,gdelt,"First National Advisers LLC Has . 68 Million Position in EOG Resources , Inc . NYSE EOG",20250316T131500Z,2025-03-16
EOG,gdelt,"Xponance Inc . Sells 18 , 691 Shares of EOG Resources , Inc . NYSE EOG",20250319T143000Z,2025-03-19
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Acquired by Sandy Spring Bank",20250322T121500Z,2025-03-22
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Sold by Northwest Ethical Investments L . P .",20250322T093000Z,2025-03-22
EOG,gdelt,"Monument Capital Management Boosts Stock Position in EOG Resources , Inc . NYSE EOG",20250217T140000Z,2025-02-17
EOG,gdelt,Is EOG Resources EOG the Hottest Large - Cap Stock So Far in 2025 ?,20250115T201500Z,2025-01-16
HAL,gdelt,Jim Cramer on Halliburton Company HAL The Reason To Buy HAL Is Because Soon - to - be President Trump Seems To Want To Drill Everywhere,20250122T051500Z,2025-01-22
EOG,gdelt,"Altus Wealth Group LLC Sells 190 Shares of EOG Resources , Inc . NYSE EOG",20250316T140000Z,2025-03-16
EOG,gdelt,"Natixis Advisors LLC Has . 07 Million Stock Position in EOG Resources , Inc . NYSE EOG",20250316T120000Z,2025-03-16
EOG,gdelt,"Kohmann Bosshard Financial Services LLC Invests , 000 in EOG Resources , Inc . NYSE EOG",20250304T154500Z,2025-03-04
EOG,gdelt,"Commerzbank Aktiengesellschaft FI Buys 1 , 413 Shares of EOG Resources , Inc . NYSE EOG",20250305T164500Z,2025-03-06
EOG,gdelt,"Natixis Advisors LLC Boosts Stock Position in EOG Resources , Inc . NYSE EOG",20250316T120000Z,2025-03-16
EOG,gdelt,"Parallel Advisors LLC Purchases 96 Shares of EOG Resources , Inc . NYSE EOG",20250320T104500Z,2025-03-20
EOG,gdelt,"Crumly Associates Inc . Sells 844 Shares of EOG Resources , Inc . NYSE EOG",20250221T140000Z,2025-02-21
MPC,gdelt,Marathon Petroleum Corporation Marathon Petroleum Expands Truckers Against Trafficking Initiative,20250129T000000Z,2025-01-29
CVX,gdelt,INT Chevron to cut workforce by up to 20,20250213T050000Z,2025-02-13
EOG,gdelt,"Berkeley Capital Partners LLC Trims Holdings in EOG Resources , Inc . NYSE EOG",20250320T131500Z,2025-03-20
EOG,gdelt,"Maryland State Retirement Pension System Has . 72 Million Stock Holdings in EOG Resources , Inc . NYSE EOG",20250320T094500Z,2025-03-20
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Purchased by Choate Investment Advisors",20250316T144500Z,2025-03-16
CVX,gdelt,Chevron Announces About 20 Workforce Reduction In Cost - Saving Initiative Responsible Leadership Requires Taking These Step - Chevron NYSE CVX,20250213T101500Z,2025-02-13
XOM,gdelt,"SCOTUS allows climate suits against Exxon , Chevron to proceed",20250310T191500Z,2025-03-11
CVX,gdelt,"SCOTUS allows climate suits against Exxon , Chevron to proceed",20250310T191500Z,2025-03-11
EOG,gdelt,"Is EOG Resources , Inc . EOG the Best Hot Oil Stock to Buy According to Hedge Funds ?",20250127T033000Z,2025-01-27
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Sold by American Century Companies Inc .",20250322T110000Z,2025-03-22
EOG,gdelt,"Oxford Financial Group LTD . LLC Has , 000 Stake in EOG Resources , Inc . NYSE EOG",20250322T141500Z,2025-03-22
EOG,gdelt,Truist Financial Forecasts Strong Price Appreciation for EOG Resources NYSE EOG Stock,20250115T094500Z,2025-01-15
EOG,gdelt,"Fifth Third Wealth Advisors LLC Raises Stock Position in EOG Resources , Inc . NYSE EOG",20250116T121500Z,2025-01-16
XOM,gdelt,"FTC Starts Process That May Nix Chevron , Exxon Deal Limits",20250412T001500Z,2025-04-12
CVX,gdelt,"FTC Starts Process That May Nix Chevron , Exxon Deal Limits",20250412T001500Z,2025-04-12
OXY,gdelt,Is Occidental Petroleum Stock a Buy Now ?,20250604T003000Z,2025-06-04
XOM,gdelt,"Exxon Mobil And Chevron Among Top Energy Stock Losers Thursday What Going On ? - SPDR Select Sector Fund - Energy Select Sector ARCA XLE , Chevron NYSE CVX , Exxon Mobil NYSE XOM",20250410T173000Z,2025-04-11
CVX,gdelt,"Exxon Mobil And Chevron Among Top Energy Stock Losers Thursday What Going On ? - SPDR Select Sector Fund - Energy Select Sector ARCA XLE , Chevron NYSE CVX , Exxon Mobil NYSE XOM",20250410T173000Z,2025-04-11
XOM,gdelt,"FTC takes step toward reversing Chevron , Exxon board restrictions",20250411T200000Z,2025-04-12
CVX,gdelt,"FTC takes step toward reversing Chevron , Exxon board restrictions",20250411T200000Z,2025-04-12
COP,gdelt,"Oil Soars Above As Middle East Airstrikes Jolt Markets - APA NASDAQ APA , ConocoPhillips NYSE COP",20250506T150000Z,2025-05-06
COP,gdelt,Better Energy Stock EOG Resources vs . ConocoPhillips,20250614T100000Z,2025-06-14
EOG,gdelt,Better Energy Stock EOG Resources vs . ConocoPhillips,20250614T100000Z,2025-06-14
XOM,gdelt,"Shell , Occidental Petroleum And Exxon Mobil Rise In Monday Premarket What Going On ?",20250602T111500Z,2025-06-02
OXY,gdelt,"Shell , Occidental Petroleum And Exxon Mobil Rise In Monday Premarket What Going On ?",20250602T111500Z,2025-06-02
XOM,gdelt,"Exxon and Chevron hold the line against tariffs , OPEC , and plunging oil prices",20250502T224500Z,2025-05-03
CVX,gdelt,"Exxon and Chevron hold the line against tariffs , OPEC , and plunging oil prices",20250502T224500Z,2025-05-03
XOM,gdelt,"Exxon , ADNOC agree to boost capacity of offshore oil field",20250518T213000Z,2025-05-19
XOM,gdelt,"Is a Big Oil Megamerger Brewing ? Exxon , Chevron , and Others Are Eyeing This Oil Stock .",20250511T211500Z,2025-05-12
CVX,gdelt,"Is a Big Oil Megamerger Brewing ? Exxon , Chevron , and Others Are Eyeing This Oil Stock .",20250511T211500Z,2025-05-12
CVX,gdelt,Chevron and Halliburton Launch Autonomous Fracturing Tech in Colorado,20250613T151500Z,2025-06-13
HAL,gdelt,Chevron and Halliburton Launch Autonomous Fracturing Tech in Colorado,20250613T151500Z,2025-06-13
OXY,gdelt,Cramer Lightning Round Dont buy Occidental Petroleum,20250411T234500Z,2025-04-12
CVX,gdelt,Better Energy Stock Chevron vs . Occidental Petroleum,20250420T150000Z,2025-04-20
OXY,gdelt,Better Energy Stock Chevron vs . Occidental Petroleum,20250420T150000Z,2025-04-20
CVX,gdelt,SNB Removed Chevron From US Portfolio on Environmental Concerns,20250527T130000Z,2025-05-27
HAL,gdelt,U . S . Shale Output Nearing Peak as Oil Prices Stagnate,20250518T233000Z,2025-05-19
HAL,gdelt,Tariff Impacts Cause Us to Reduce US Shale Producer Fair Value Estimates by Up to 4,20250404T141500Z,2025-04-04
XOM,gdelt,European Asset Manager Sells All Its Exxon Shares Over Climate Goals,20250602T114500Z,2025-06-02
CVX,gdelt,CHEVRON - Chevron and Halliburton enable ...,20250613T140000Z,2025-06-13
HAL,gdelt,CHEVRON - Chevron and Halliburton enable ...,20250613T140000Z,2025-06-13
XOM,gdelt,"Exxon Mobil , Chevron Surprise With Q1 Profit With Supermajors Stressing Shareholder Value",20250505T074500Z,2025-05-05
CVX,gdelt,"Exxon Mobil , Chevron Surprise With Q1 Profit With Supermajors Stressing Shareholder Value",20250505T074500Z,2025-05-05
OXY,gdelt,Occidental Petroleum Continues Working Toward Capturing This Potential Trillion Future Market Opportunity,20250520T040000Z,2025-05-20
CVX,gdelt,Chevron and Halliburton enable intelligent hydraulic fracturing,20250613T021500Z,2025-06-13
HAL,gdelt,Chevron and Halliburton enable intelligent hydraulic fracturing,20250613T021500Z,2025-06-13
XOM,gdelt,"Exxon , Hess to face off over Chevron deal for oilfield riches",20250523T163000Z,2025-05-24
CVX,gdelt,"Exxon , Hess to face off over Chevron deal for oilfield riches",20250523T163000Z,2025-05-24
CVX,gdelt,Chevron to Cut 800 Jobs in the Permian,20250529T103000Z,2025-05-29
XOM,gdelt,Exxon confident it will win dispute over Chevron - Hess deal,20250530T063000Z,2025-05-30
CVX,gdelt,Exxon confident it will win dispute over Chevron - Hess deal,20250530T063000Z,2025-05-30
COP,gdelt,"As the oil industry freezes up , ConocoPhillips CEO warns against cutting production too fast Dont whipsaw this thing too hard right now",20250508T230000Z,2025-05-09
XOM,gdelt,FTC seeks public comment on ex - Pioneer CEO petition to modify Exxon order,20250411T191500Z,2025-04-12
PXD,gdelt,FTC seeks public comment on ex - Pioneer CEO petition to modify Exxon order,20250411T191500Z,2025-04-12
OXY,gdelt,Could Buying Occidental Petroleum Stock Today Set You Up for Life ?,20250523T100000Z,2025-05-23
XOM,gdelt,"Trump Energy Department Mulls Cutting Billions In Clean - Energy Funds , Threatening Exxon , Occidental Projects - iShares Global Clean Energy ETF NASDAQ ICLN , NextEra Energy NYSE NEE",20250418T113000Z,2025-04-18
OXY,gdelt,"Trump Energy Department Mulls Cutting Billions In Clean - Energy Funds , Threatening Exxon , Occidental Projects - iShares Global Clean Energy ETF NASDAQ ICLN , NextEra Energy NYSE NEE",20250418T113000Z,2025-04-18
OXY,gdelt,OXY is a top oil stock to own as Israel - Iran tensions flare find out more,20250613T191500Z,2025-06-14
EOG,gdelt,EOG finds oil in Beryl field - Trinidad and Tobago Newsday,20250508T051500Z,2025-05-08
OXY,gdelt,Should You Reconsider Occidental Petroleum and Buy These 2 Oil Giants Instead ?,20250329T100000Z,2025-03-29
CVX,gdelt,Chevron Cuts Buybacks As Oil Plunges,20250502T210000Z,2025-05-03
OXY,gdelt,Occidental Petroleum flags higher prices for oil and gas production in Q1,20250411T080000Z,2025-04-11
OXY,gdelt,Occidental Petroleum price target raised to from at BofA,20250524T134500Z,2025-05-24
HAL,gdelt,U . S . shale output nearing peak as oil prices stagnate Oil Gas 360,20250520T003000Z,2025-05-20
COP,gdelt,ConocoPhillips plans layoffs as part of broad restructuring,20250424T103000Z,2025-04-24
CVX,gdelt,Chevron Expands Triple - Frac to Half of Its Permian Wells,20250409T150000Z,2025-04-09
HAL,gdelt,Chevron Expands Triple - Frac to Half of Its Permian Wells,20250409T150000Z,2025-04-09
XOM,gdelt,"Exxon beats Wall Street profit estimate , boosted by Guyana and Permian production",20250502T154500Z,2025-05-02
XOM,gdelt,"Chevron investors reject stockholder proposals , Exxon faces none",20250529T231500Z,2025-05-30
CVX,gdelt,"Chevron investors reject stockholder proposals , Exxon faces none",20250529T231500Z,2025-05-30
XOM,gdelt,Arbitration on Exxon and Chevron dispute over Hess acquisition,20250502T144500Z,2025-05-02
CVX,gdelt,Arbitration on Exxon and Chevron dispute over Hess acquisition,20250502T144500Z,2025-05-02
XOM,gdelt,"Chevron investors reject stockholder proposals , Exxon faces none",20250528T173000Z,2025-05-29
CVX,gdelt,"Chevron investors reject stockholder proposals , Exxon faces none",20250528T173000Z,2025-05-29
XOM,gdelt,"Exxon , Chevron profits fell ahead of tariff - driven oil slump",20250502T204500Z,2025-05-03
CVX,gdelt,"Exxon , Chevron profits fell ahead of tariff - driven oil slump",20250502T204500Z,2025-05-03
XOM,gdelt,"Exxon expects victory in dispute over Chevron - Hess deal , exec says XOM NYSE",20250530T041500Z,2025-05-30
CVX,gdelt,"Exxon expects victory in dispute over Chevron - Hess deal , exec says XOM NYSE",20250530T041500Z,2025-05-30
XOM,gdelt,"Exxon beats Wall Street profit estimate , on track to meet buyback target",20250502T154500Z,2025-05-02
CVX,gdelt,"Analyst recommendations Chevron , KKR , Blackstone , Halliburton , Hasbro",20250415T121500Z,2025-04-15
HAL,gdelt,"Analyst recommendations Chevron , KKR , Blackstone , Halliburton , Hasbro",20250415T121500Z,2025-04-15
HAL,gdelt,"EOG Resources , Inc . EOG Awarded Oil Exploration Concession for UAE Shale Block",20250519T004500Z,2025-05-19
EOG,gdelt,"EOG Resources , Inc . EOG Awarded Oil Exploration Concession for UAE Shale Block",20250519T004500Z,2025-05-19
CVX,gdelt,Warren Buffett Owns Chevron and Occidental . Should You Buy This Energy Giant Instead ?,20250504T153000Z,2025-05-04
OXY,gdelt,Warren Buffett Owns Chevron and Occidental . Should You Buy This Energy Giant Instead ?,20250504T153000Z,2025-05-04
XOM,gdelt,Exxon plans to operate in Guyana as usual if it loses Chevron - Hess arbitration Oil Gas 360,20250530T233000Z,2025-05-31
CVX,gdelt,Exxon plans to operate in Guyana as usual if it loses Chevron - Hess arbitration Oil Gas 360,20250530T233000Z,2025-05-31
XOM,gdelt,Profits for American oil giants like Exxon Mobil and Chevron fade in tandem with oil demand,20250502T124500Z,2025-05-02
CVX,gdelt,Profits for American oil giants like Exxon Mobil and Chevron fade in tandem with oil demand,20250502T124500Z,2025-05-02
DVN,gdelt,"Devon Energy Unveils Billion Annual Optimization Plan , Targets Efficiency Gains By 2026 - Devon Energy NYSE DVN",20250422T190000Z,2025-04-23
EOG,gdelt,KeyCorp Has Lowered Expectations for EOG Resources NYSE EOG Stock Price,20250421T153000Z,2025-04-21
XOM,gdelt,Profits at American oil giants Exxon Mobil and Chevron fall in tandem with waning energy demand,20250502T231500Z,2025-05-03
CVX,gdelt,Profits at American oil giants Exxon Mobil and Chevron fall in tandem with waning energy demand,20250502T231500Z,2025-05-03
EOG,gdelt,EOG Resources NYSE EOG Price Target Lowered to . 00 at Piper Sandler,20250423T090000Z,2025-04-23
XOM,gdelt,"Profits For American Oil Giants Like Exxon Mobil , Chevron Fade in Tandem With Oil Demand",20250502T203000Z,2025-05-03
CVX,gdelt,"Profits For American Oil Giants Like Exxon Mobil , Chevron Fade in Tandem With Oil Demand",20250502T203000Z,2025-05-03
EOG,gdelt,Peering Into EOG Resources Recent Short Interest - EOG Resources NYSE EOG,20250519T224500Z,2025-05-20
EOG,gdelt,Piper Sandler Issues Pessimistic Forecast for EOG Resources NYSE EOG Stock Price,20250423T090000Z,2025-04-23
EOG,gdelt,What Does the Market Think About EOG Resources ? - EOG Resources NYSE EOG,20250501T190000Z,2025-05-02
EOG,gdelt,"EOG Resources , Inc . EOG to Buy Encino Acquisition Partners in . 6 Billion Deal",20250531T023000Z,2025-05-31
EOG,gdelt,"XTX Topco Ltd Invests . 48 Million in EOG Resources , Inc . NYSE EOG",20250414T133000Z,2025-04-14
EOG,gdelt,"Summit Investment Advisors Inc . Sells 263 Shares of EOG Resources , Inc . NYSE EOG",20250418T103000Z,2025-04-18
XOM,gdelt,"Exxon , Chevron vie to win high - stakes battle over Guyana oil XOM NYSE",20250525T150000Z,2025-05-25
CVX,gdelt,"Exxon , Chevron vie to win high - stakes battle over Guyana oil XOM NYSE",20250525T150000Z,2025-05-25
OXY,gdelt,Is Occidental Petroleum Corp OXY the Best Stock to Buy According to Billionaire Warren Buffett ?,20250430T101500Z,2025-04-30
EOG,gdelt,"Baker Avenue Asset Management LP Buys 281 Shares of EOG Resources , Inc . NYSE EOG",20250504T111500Z,2025-05-04
EOG,gdelt,"14 , 403 Shares in EOG Resources , Inc . NYSE EOG Purchased by Wahed Invest LLC",20250502T143000Z,2025-05-02
EOG,gdelt,"Prosperity Consulting Group LLC Acquires 380 Shares of EOG Resources , Inc . NYSE EOG",20250427T134500Z,2025-04-27
EOG,gdelt,"Regal Investment Advisors LLC Purchases 445 Shares of EOG Resources , Inc . NYSE EOG",20250415T140000Z,2025-04-15
EOG,gdelt,"CoreCommodity Management LLC Boosts Stock Position in EOG Resources , Inc . NYSE EOG",20250507T153000Z,2025-05-07
EOG,gdelt,"Mariner LLC Purchases 7 , 763 Shares of EOG Resources , Inc . NYSE EOG",20250418T111500Z,2025-04-18
EOG,gdelt,"United Capital Financial Advisors LLC Decreases Stock Position in EOG Resources , Inc . NYSE EOG",20250417T114500Z,2025-04-17
EOG,gdelt,"Curi RMB Capital LLC Acquires 11 , 932 Shares of EOG Resources , Inc . NYSE EOG",20250419T153000Z,2025-04-19
EOG,gdelt,"Chapman Financial Group LLC Buys Shares of 1 , 789 EOG Resources , Inc . NYSE EOG",20250505T141500Z,2025-05-05
EOG,gdelt,"NEOS Investment Management LLC Increases Stock Position in EOG Resources , Inc . NYSE EOG",20250328T160000Z,2025-03-29
EOG,gdelt,"Slagle Financial LLC Raises Stock Holdings in EOG Resources , Inc . NYSE EOG",20250328T164500Z,2025-03-29
EOG,gdelt,"Massachusetts Financial Services Co . MA Cuts Stock Holdings in EOG Resources , Inc . NYSE EOG",20250403T150000Z,2025-04-03
EOG,gdelt,"denkapparat Operations GmbH Takes Position in EOG Resources , Inc . NYSE EOG",20250328T153000Z,2025-03-28
EOG,gdelt,"Transamerica Financial Advisors Inc . Increases Position in EOG Resources , Inc . NYSE EOG",20250330T144500Z,2025-03-30
EOG,gdelt,"Boston Family Office LLC Lowers Stock Holdings in EOG Resources , Inc . NYSE EOG",20250401T134500Z,2025-04-01
EOG,gdelt,"Bessemer Group Inc . Purchases 1 , 055 Shares of EOG Resources , Inc . NYSE EOG",20250412T140000Z,2025-04-12
EOG,gdelt,"Nicolet Bankshares Inc . Has , 000 Position in EOG Resources , Inc . NYSE EOG",20250412T151500Z,2025-04-12
EOG,gdelt,"Financial Counselors Inc . Sells 7 , 011 Shares of EOG Resources , Inc . NYSE EOG",20250329T090000Z,2025-03-29
EOG,gdelt,"Insider Selling EOG Resources , Inc . NYSE EOG COO Sells 4 , 037 Shares of Stock",20250403T204500Z,2025-04-04
MPC,gdelt,"Marathon Petroleum NYSE MPC Stock Acquired Rep . Robert Bresnahan , Jr .",20250603T143000Z,2025-06-03
EOG,gdelt,"Loomis Sayles Co . L P Acquires 97 Shares of EOG Resources , Inc . NYSE EOG",20250331T093000Z,2025-03-31
EOG,gdelt,"Cullen Capital Management LLC Lowers Holdings in EOG Resources , Inc . NYSE EOG",20250405T151500Z,2025-04-05
EOG,gdelt,"Invesco Ltd . Purchases 222 , 188 Shares of EOG Resources , Inc . NYSE EOG",20250409T140000Z,2025-04-09
EOG,gdelt,"Bedell Frazier Investment Counselling LLC Acquires New Shares in EOG Resources , Inc . NYSE EOG",20250331T131500Z,2025-03-31
EOG,gdelt,"Hemenway Trust Co LLC Sells 125 Shares of EOG Resources , Inc . NYSE EOG",20250405T140000Z,2025-04-05
EOG,gdelt,EOG Resources NYSE EOG vs . Lonestar Resources US OTCMKTS LONEQ Head - To - Head Contrast,20250410T041500Z,2025-04-10
EOG,gdelt,"Envestnet Asset Management Inc . Increases Stock Position in EOG Resources , Inc . NYSE EOG",20250406T133000Z,2025-04-06
EOG,gdelt,"Bank of Montreal Can Cuts Stock Holdings in EOG Resources , Inc . NYSE EOG",20250409T140000Z,2025-04-09
EOG,gdelt,"Bessemer Group Inc . Has . 26 Million Position in EOG Resources , Inc . NYSE EOG",20250412T131500Z,2025-04-12
EOG,gdelt,"Trek Financial LLC Acquires Shares of 1 , 725 EOG Resources , Inc . NYSE EOG",20250409T124500Z,2025-04-09
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Acquired by Unison Advisors LLC",20250404T110000Z,2025-04-04
EOG,gdelt,"Wells Fargo Company MN Cuts Stock Position in EOG Resources , Inc . NYSE EOG",20250405T140000Z,2025-04-05
EOG,gdelt,"New Age Alpha Advisors LLC Acquires New Position in EOG Resources , Inc . NYSE EOG",20250401T093000Z,2025-04-01
EOG,gdelt,"Rockland Trust Co . Purchases 2 , 053 Shares of EOG Resources , Inc . NYSE EOG",20250613T133000Z,2025-06-13
EOG,gdelt,"Nicolet Bankshares Inc . Sells 124 Shares of EOG Resources , Inc . NYSE EOG",20250412T151500Z,2025-04-12
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Position Decreased by Greenfield Savings Bank",20250604T111500Z,2025-06-04
EOG,gdelt,"Transamerica Financial Advisors Inc . Has , 000 Stake in EOG Resources , Inc . NYSE EOG",20250330T144500Z,2025-03-30
EOG,gdelt,"EOG Resources , Inc . NYSE EOG Shares Acquired by Park Avenue Securities LLC",20250609T104500Z,2025-06-09
